,mod_date,pub_date,cvss,cwe_code,cwe_name,
CVE-2012-6524,29/08/2017 1:32,31/01/2013 5:44,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-6523,29/08/2017 1:32,31/01/2013 5:44,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-6522,29/08/2017 1:32,31/01/2013 5:44,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2012-6520,29/08/2017 1:32,24/01/2013 1:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-6519,29/08/2017 1:32,24/01/2013 1:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-6518,29/08/2017 1:32,24/01/2013 1:55,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2012-6517,29/08/2017 1:32,24/01/2013 1:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-6516,29/08/2017 1:32,24/01/2013 1:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-6507,29/08/2017 1:32,24/01/2013 1:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-6506,29/08/2017 1:32,24/01/2013 1:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-6501,29/08/2017 1:32,12/01/2013 4:33,4.3,20, Improper Input Validation,
CVE-2012-6452,29/08/2017 1:32,27/05/2014 14:55,5,287, Improper Authentication,
CVE-2012-6447,29/08/2017 1:32,23/01/2014 15:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-6430,29/08/2017 1:32,24/03/2014 16:43,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-6429,29/08/2017 1:32,4/04/2014 14:55,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-6360,29/08/2017 1:32,18/01/2013 21:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-6359,29/08/2017 1:32,18/01/2013 21:55,4.3,264, Permissions Privileges and Access Controls,
CVE-2012-6357,29/08/2017 1:32,20/02/2013 12:09,6.5,264, Permissions Privileges and Access Controls,
CVE-2012-6356,29/08/2017 1:32,20/02/2013 12:09,6.5,264, Permissions Privileges and Access Controls,
CVE-2012-6355,29/08/2017 1:32,20/02/2013 12:09,6.5,264, Permissions Privileges and Access Controls,
CVE-2012-6352,29/08/2017 1:32,2/02/2013 20:55,5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-6350,29/08/2017 1:32,31/01/2013 12:06,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-6333,29/08/2017 1:32,13/12/2012 11:53,4.7,399, Resource Management Errors,
CVE-2012-6290,29/08/2017 1:32,11/03/2014 19:37,6.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-6151,29/08/2017 1:32,13/12/2013 18:55,4.3,399, Resource Management Errors,
CVE-2012-6148,29/08/2017 1:32,1/07/2013 21:55,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-6147,29/08/2017 1:32,1/07/2013 21:55,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-6145,29/08/2017 1:32,1/07/2013 21:55,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-6144,29/08/2017 1:32,1/07/2013 21:55,6.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-6143,29/08/2017 1:32,4/06/2014 23:55,7.5,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2012-6142,29/08/2017 1:32,4/06/2014 23:55,7.5,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2012-6141,29/08/2017 1:32,4/06/2014 23:55,7.5,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2012-6137,29/08/2017 1:32,21/05/2013 18:55,4.3,255, Credentials Management,
CVE-2012-6132,29/08/2017 1:32,10/04/2014 20:29,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-6131,29/08/2017 1:32,11/04/2014 15:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-6130,29/08/2017 1:32,11/04/2014 15:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-6128,29/08/2017 1:32,24/02/2013 19:55,5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-6115,29/08/2017 1:32,12/03/2013 23:55,2.1,255, Credentials Management,
CVE-2012-6110,29/08/2017 1:32,29/09/2014 22:55,2.1,264, Permissions Privileges and Access Controls,
CVE-2012-6107,29/08/2017 1:32,29/09/2014 22:55,4.3,310, Cryptographic Issues,
CVE-2012-6088,29/08/2017 1:32,18/01/2013 11:48,4.3,255, Credentials Management,
CVE-2012-6085,29/08/2017 1:32,24/01/2013 1:55,5.8,20, Improper Input Validation,
CVE-2012-6064,29/08/2017 1:32,3/12/2012 21:55,3.5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2012-6050,29/08/2017 1:32,27/11/2012 4:49,6.4,16, Configuration,
CVE-2012-6049,29/08/2017 1:32,27/11/2012 4:49,5,200, Information Exposure,
CVE-2012-6046,29/08/2017 1:32,27/11/2012 4:49,10,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2012-6045,29/08/2017 1:32,27/11/2012 4:49,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-6044,29/08/2017 1:32,26/11/2012 22:55,4.3,20, Improper Input Validation,
CVE-2012-6043,29/08/2017 1:32,26/11/2012 22:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-6041,29/08/2017 1:32,26/11/2012 22:55,6.8,399, Resource Management Errors,
CVE-2012-6040,29/08/2017 1:32,26/11/2012 22:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-6038,29/08/2017 1:32,26/11/2012 22:55,6.5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2012-6036,29/08/2017 1:32,23/11/2012 20:55,4.4,264, Permissions Privileges and Access Controls,
CVE-2012-6035,29/08/2017 1:32,23/11/2012 20:55,6.9,20, Improper Input Validation,
CVE-2012-6034,29/08/2017 1:32,23/11/2012 20:55,4.4,20, Improper Input Validation,
CVE-2012-6033,29/08/2017 1:32,23/11/2012 20:55,4.4,264, Permissions Privileges and Access Controls,
CVE-2012-6032,29/08/2017 1:32,23/11/2012 20:55,4.9,189, Numeric Errors,
CVE-2012-6031,29/08/2017 1:32,23/11/2012 20:55,4.7,20, Improper Input Validation,
CVE-2012-6030,29/08/2017 1:32,23/11/2012 20:55,7.2,20, Improper Input Validation,
CVE-2012-5953,29/08/2017 1:32,20/02/2013 12:09,4.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5952,29/08/2017 1:32,20/02/2013 12:09,5,287, Improper Authentication,
CVE-2012-5951,29/08/2017 1:32,26/12/2012 18:55,7.2,264, Permissions Privileges and Access Controls,
CVE-2012-5950,29/08/2017 1:32,23/04/2013 11:47,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2012-5949,29/08/2017 1:32,23/04/2013 11:47,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5948,29/08/2017 1:32,23/04/2013 11:47,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5947,29/08/2017 1:32,30/04/2013 3:33,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5946,29/08/2017 1:32,30/04/2013 3:33,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5945,29/08/2017 1:32,30/04/2013 3:33,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5943,29/08/2017 1:32,26/03/2013 21:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5942,29/08/2017 1:32,6/03/2013 13:10,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5941,29/08/2017 1:32,20/02/2013 12:09,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5940,29/08/2017 1:32,20/02/2013 12:09,4.3,287, Improper Authentication,
CVE-2012-5939,29/08/2017 1:32,6/03/2013 13:10,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5938,29/08/2017 1:32,20/03/2013 14:55,7.2,264, Permissions Privileges and Access Controls,
CVE-2012-5936,29/08/2017 1:32,3/07/2013 13:54,5,310, Cryptographic Issues,
CVE-2012-5920,29/08/2017 1:32,20/11/2012 0:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5919,29/08/2017 1:32,19/11/2012 12:10,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5917,29/08/2017 1:32,17/11/2012 21:55,4.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5916,29/08/2017 1:32,17/11/2012 21:55,5,200, Information Exposure,
CVE-2012-5915,29/08/2017 1:32,17/11/2012 21:55,5,200, Information Exposure,
CVE-2012-5914,29/08/2017 1:32,17/11/2012 21:55,2.6,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5913,29/08/2017 1:32,17/11/2012 21:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5912,29/08/2017 1:32,17/11/2012 21:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5911,29/08/2017 1:32,17/11/2012 21:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5910,29/08/2017 1:32,17/11/2012 21:55,6.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5909,29/08/2017 1:32,17/11/2012 21:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5908,29/08/2017 1:32,17/11/2012 21:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5907,29/08/2017 1:32,17/11/2012 21:55,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2012-5906,29/08/2017 1:32,17/11/2012 21:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5905,29/08/2017 1:32,17/11/2012 21:55,4,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5904,29/08/2017 1:32,17/11/2012 21:55,6.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5903,29/08/2017 1:32,17/11/2012 21:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5902,29/08/2017 1:32,17/11/2012 21:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5901,29/08/2017 1:32,17/11/2012 21:55,5,264, Permissions Privileges and Access Controls,
CVE-2012-5894,29/08/2017 1:32,17/11/2012 21:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5892,29/08/2017 1:32,17/11/2012 21:55,5,264, Permissions Privileges and Access Controls,
CVE-2012-5890,29/08/2017 1:32,17/11/2012 21:55,5,200, Information Exposure,
CVE-2012-5889,29/08/2017 1:32,17/11/2012 21:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5888,29/08/2017 1:32,17/11/2012 21:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5887,29/08/2017 1:32,17/11/2012 19:55,5,287, Improper Authentication,
CVE-2012-5886,29/08/2017 1:32,17/11/2012 19:55,5,287, Improper Authentication,
CVE-2012-5884,29/08/2017 1:32,16/11/2012 12:24,5,200, Information Exposure,
CVE-2012-5883,29/08/2017 1:32,16/11/2012 12:24,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5881,29/08/2017 1:32,16/11/2012 12:24,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5876,29/08/2017 1:32,30/05/2014 14:55,5,189, Numeric Errors,
CVE-2012-5866,29/08/2017 1:32,20/10/2014 15:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5865,29/08/2017 1:32,20/10/2014 15:55,6.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5864,29/08/2017 1:32,23/11/2012 12:09,10,264, Permissions Privileges and Access Controls,
CVE-2012-5863,29/08/2017 1:32,23/11/2012 12:09,10,264, Permissions Privileges and Access Controls,
CVE-2012-5862,29/08/2017 1:32,23/11/2012 12:09,10,310, Cryptographic Issues,
CVE-2012-5861,29/08/2017 1:32,23/11/2012 12:09,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5858,29/08/2017 1:32,3/12/2012 21:55,4.3,287, Improper Authentication,
CVE-2012-5856,29/08/2017 1:32,17/11/2012 19:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5851,29/08/2017 1:32,15/11/2012 11:58,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5830,29/08/2017 1:32,21/11/2012 12:55,6.8,399, Resource Management Errors,
CVE-2012-5825,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5824,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5822,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5821,29/08/2017 1:32,4/11/2012 22:55,5.8,310, Cryptographic Issues,
CVE-2012-5820,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5819,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5818,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5817,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5816,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5815,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5814,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5813,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5812,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5804,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5803,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5802,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5800,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5797,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5796,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5795,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5794,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5793,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5792,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5791,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5790,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5789,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5788,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5787,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5785,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5782,29/08/2017 1:32,4/11/2012 22:55,5.8,20, Improper Input Validation,
CVE-2012-5777,29/08/2017 1:32,16/11/2012 0:55,6.8,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2012-5770,29/08/2017 1:32,6/03/2013 13:10,5.8,16, Configuration,
CVE-2012-5766,29/08/2017 1:32,3/07/2013 13:54,6.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5765,29/08/2017 1:32,20/12/2012 12:02,5,200, Information Exposure,
CVE-2012-5763,29/08/2017 1:32,20/02/2013 12:09,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2012-5762,29/08/2017 1:32,20/02/2013 12:09,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5761,29/08/2017 1:32,20/02/2013 12:09,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5760,29/08/2017 1:32,20/02/2013 12:09,6.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5759,29/08/2017 1:32,23/11/2012 12:09,9,264, Permissions Privileges and Access Controls,
CVE-2012-5758,29/08/2017 1:32,23/11/2012 12:09,7.8,287, Improper Authentication,
CVE-2012-5757,29/08/2017 1:32,21/03/2013 20:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5756,29/08/2017 1:32,23/11/2012 12:09,4.3,310, Cryptographic Issues,
CVE-2012-5702,29/08/2017 1:32,21/10/2014 14:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5701,29/08/2017 1:32,20/10/2014 15:55,6.8,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5700,29/08/2017 1:32,22/09/2014 15:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5695,29/08/2017 1:32,20/10/2014 16:55,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2012-5687,29/08/2017 1:32,1/11/2012 10:44,7.8,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2012-5684,29/08/2017 1:32,14/08/2014 14:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5683,29/08/2017 1:32,14/08/2014 14:55,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2012-5671,29/08/2017 1:32,31/10/2012 16:55,6.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5665,29/08/2017 1:32,3/01/2013 1:55,4.3,264, Permissions Privileges and Access Controls,
CVE-2012-5662,29/08/2017 1:32,27/05/2014 14:55,5.8,310, Cryptographic Issues,
CVE-2012-5653,29/08/2017 1:32,3/01/2013 1:55,6,20, Improper Input Validation,
CVE-2012-5652,29/08/2017 1:32,3/01/2013 1:55,5,200, Information Exposure,
CVE-2012-5651,29/08/2017 1:32,3/01/2013 1:55,5,264, Permissions Privileges and Access Controls,
CVE-2012-5648,29/08/2017 1:32,4/04/2014 14:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5641,29/08/2017 1:32,18/03/2014 17:02,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2012-5633,29/08/2017 1:32,12/03/2013 23:55,5.8,287, Improper Authentication,
CVE-2012-5621,29/08/2017 1:32,29/09/2014 22:55,5,20, Improper Input Validation,
CVE-2012-5605,29/08/2017 1:32,4/01/2013 22:55,2.1,264, Permissions Privileges and Access Controls,
CVE-2012-5603,29/08/2017 1:32,4/01/2013 22:55,5.5,264, Permissions Privileges and Access Controls,
CVE-2012-5583,29/08/2017 1:32,6/06/2014 14:55,5.8,310, Cryptographic Issues,
CVE-2012-5580,29/08/2017 1:32,27/10/2014 22:55,7.5,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2012-5574,29/08/2017 1:32,18/12/2012 1:55,5,264, Permissions Privileges and Access Controls,
CVE-2012-5573,29/08/2017 1:32,1/01/2013 12:35,5,399, Resource Management Errors,
CVE-2012-5571,29/08/2017 1:32,18/12/2012 1:55,3.5,255, Credentials Management,
CVE-2012-5568,29/08/2017 1:32,30/11/2012 19:55,5,16, Configuration,
CVE-2012-5563,29/08/2017 1:32,18/12/2012 1:55,4,255, Credentials Management,
CVE-2012-5542,29/08/2017 1:32,3/12/2012 21:55,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2012-5533,29/08/2017 1:32,24/11/2012 20:55,5,399, Resource Management Errors,
CVE-2012-5529,29/08/2017 1:32,20/11/2012 0:55,3.5,399, Resource Management Errors,
CVE-2012-5526,29/08/2017 1:32,21/11/2012 23:55,5,16, Configuration,
CVE-2012-5523,29/08/2017 1:32,16/11/2012 0:55,5.5,264, Permissions Privileges and Access Controls,
CVE-2012-5519,29/08/2017 1:32,20/11/2012 0:55,7.2,264, Permissions Privileges and Access Controls,
CVE-2012-5516,29/08/2017 1:32,4/01/2013 22:55,2.1,200, Information Exposure,
CVE-2012-5513,29/08/2017 1:32,13/12/2012 11:53,6.9,20, Improper Input Validation,
CVE-2012-5512,29/08/2017 1:32,13/12/2012 11:53,3.2,16, Configuration,
CVE-2012-5511,29/08/2017 1:32,13/12/2012 11:53,4.7,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5483,29/08/2017 1:32,26/12/2012 22:55,2.1,264, Permissions Privileges and Access Controls,
CVE-2012-5482,29/08/2017 1:32,11/11/2012 13:00,5.5,264, Permissions Privileges and Access Controls,
CVE-2012-5478,29/08/2017 1:32,5/02/2013 23:55,4.9,264, Permissions Privileges and Access Controls,
CVE-2012-5468,29/08/2017 1:32,18/12/2012 1:55,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5458,29/08/2017 1:32,14/11/2012 12:30,8.3,264, Permissions Privileges and Access Controls,
CVE-2012-5456,29/08/2017 1:32,24/10/2012 17:55,4.3,310, Cryptographic Issues,
CVE-2012-5455,29/08/2017 1:32,22/10/2012 23:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5452,29/08/2017 1:32,22/10/2012 23:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5450,29/08/2017 1:32,3/12/2012 21:55,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2012-5424,29/08/2017 1:32,7/11/2012 23:55,5,20, Improper Input Validation,
CVE-2012-5416,29/08/2017 1:32,2/11/2012 4:46,7.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5388,29/08/2017 1:32,24/10/2012 17:55,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5387,29/08/2017 1:32,24/10/2012 17:55,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2012-5373,29/08/2017 1:32,28/11/2012 13:03,5,310, Cryptographic Issues,
CVE-2012-5371,29/08/2017 1:32,28/11/2012 13:03,5,310, Cryptographic Issues,
CVE-2012-5367,29/08/2017 1:32,3/12/2012 21:55,6,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5356,29/08/2017 1:32,10/10/2012 18:55,5.8,20, Improper Input Validation,
CVE-2012-5355,29/08/2017 1:32,10/10/2012 18:55,3.3,59, Improper Link Resolution Before File Access ('Link Following'),
CVE-2012-5352,29/08/2017 1:32,9/10/2012 23:55,5.8,287, Improper Authentication,
CVE-2012-5351,29/08/2017 1:32,9/10/2012 23:55,6.4,287, Improper Authentication,
CVE-2012-5350,29/08/2017 1:32,9/10/2012 15:55,6,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5349,29/08/2017 1:32,9/10/2012 15:55,2.6,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5348,29/08/2017 1:32,9/10/2012 15:55,6.8,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5346,29/08/2017 1:32,9/10/2012 15:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5343,29/08/2017 1:32,9/10/2012 15:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5342,29/08/2017 1:32,9/10/2012 15:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5341,29/08/2017 1:32,9/10/2012 15:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5335,29/08/2017 1:32,8/10/2012 23:55,4,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2012-5334,29/08/2017 1:32,8/10/2012 23:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5333,29/08/2017 1:32,8/10/2012 23:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5331,29/08/2017 1:32,8/10/2012 23:55,6.8,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2012-5330,29/08/2017 1:32,8/10/2012 23:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5327,29/08/2017 1:32,8/10/2012 20:55,6.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5326,29/08/2017 1:32,8/10/2012 20:55,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2012-5325,29/08/2017 1:32,8/10/2012 20:55,2.1,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5323,29/08/2017 1:32,8/10/2012 18:55,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2012-5322,29/08/2017 1:32,8/10/2012 18:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5321,29/08/2017 1:32,8/10/2012 18:55,5.8,20, Improper Input Validation,
CVE-2012-5320,29/08/2017 1:32,8/10/2012 18:55,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2012-5319,29/08/2017 1:32,8/10/2012 18:55,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2012-5316,29/08/2017 1:32,8/10/2012 17:55,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5315,29/08/2017 1:32,8/10/2012 17:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5314,29/08/2017 1:32,8/10/2012 17:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5313,29/08/2017 1:32,8/10/2012 17:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
